,tilename,UG1,UG2,NP1,NP2,NP3,NP4,NP5
745,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_8_11_14.jpg,"(0.11755078285932541, 0.9928057789802551, 0.008799518458545208)","(0.012627599760890007, 0.9992104768753052, 0.003576548770070076)","(0.027966288849711418, 0.9996861219406128, 4.084613101440482e-05)","(0.4577462375164032, 0.7381128072738647, 2.4513635565881486e-08)","(0.0014130398631095886, 0.9999517202377319, 0.004714100621640682)","(0.0028922157362103462, 0.99725741147995, 0.0002598413557279855)","(0.04121248424053192, 0.9867014288902283, 1.7797670807340182e-05)"
746,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_15_20_1.jpg,"(0.23646219074726105, 0.9756514430046082, 0.0018842170247808099)","(0.4141542315483093, 0.812992513179779, 0.0002170740917790681)","(0.8461947441101074, 0.9000983834266663, 7.86092732596444e-06)","(0.9505518674850464, 0.520682156085968, 1.3466396353578602e-07)","(0.23528292775154114, 0.9800627827644348, 3.1061426852829754e-05)","(0.055622804909944534, 0.998982846736908, 0.00013938889605924487)","(0.06130674481391907, 0.9824560880661011, 8.995160897029564e-05)"
747,NA15UCDtemporalgyri _4G8/NA15UCDtemporalgyri _4G8_12_12_3.jpg,"(1.0129063412023243e-05, 0.0005085807642899454, 0.9999991655349731)","(4.456389035567554e-07, 3.319785537314601e-05, 0.9994230270385742)","(1.4058063243282959e-05, 1.9412216261116555e-06, 0.9786745309829712)","(2.62773669490457e-09, 7.887185347499326e-06, 0.3487700819969177)","(7.930328138172626e-06, 1.054927270160988e-05, 0.9987375140190125)","(6.24280801275745e-07, 0.0003019301511812955, 0.9985320568084717)","(8.60674335854128e-05, 0.00010056832252303138, 0.9977854490280151)"
748,8-3_UTSW_temporal_6E10/8-3_UTSW_temporal_6E10_16_36_14.jpg,"(0.8379088640213013, 0.9142189621925354, 0.0005559521378017962)","(0.8721335530281067, 0.9774560332298279, 4.717148840427399e-05)","(0.9488633871078491, 0.8920847177505493, 0.0003568658430594951)","(0.08700534701347351, 0.7490150332450867, 0.002395806135609746)","(0.5723111629486084, 0.9362227320671082, 7.462842768291011e-05)","(0.5839852690696716, 0.9996384382247925, 0.001051334897056222)","(0.9550580382347107, 0.7570011019706726, 0.0003643633390311152)"
749,cw16-36/cw16-36_6_39_53.jpg,"(0.06439558416604996, 0.08362364023923874, 0.2986997663974762)","(0.0015375730581581593, 0.09631159901618958, 0.18563464283943176)","(3.639854185166769e-05, 0.03197278827428818, 0.7684975266456604)","(1.2001770301139913e-05, 0.034366175532341, 0.18085624277591705)","(3.359698530402966e-05, 0.01174410805106163, 0.5018975734710693)","(0.0006801694980822504, 0.09498115628957748, 0.824887216091156)","(0.001599986688233912, 0.2929973006248474, 0.8693765997886658)"
750,8-3_UTSW_temporal_6E10/8-3_UTSW_temporal_6E10_7_25_15.jpg,"(4.1251331239777755e-09, 0.08793206512928009, 1.0)","(2.110673221977777e-06, 4.4828873797087e-05, 0.9999994039535522)","(3.942201874451712e-05, 0.03144727647304535, 0.9999995231628418)","(2.990790670676091e-10, 3.551497457010555e-06, 1.0)","(0.0006859494606032968, 0.9615857005119324, 0.9999998807907104)","(2.2605036065215245e-05, 0.9979957342147827, 0.9999998807907104)","(3.17974553354361e-07, 0.0014727826928719878, 1.0)"
751,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_14_24_67.jpg,"(0.16110225021839142, 0.9778063893318176, 0.003530978923663497)","(0.036955107003450394, 0.9896978735923767, 0.00014602219744119793)","(0.010151525028049946, 0.9992436170578003, 0.0010232364293187857)","(0.1365138739347458, 0.9849454164505005, 0.0005330138956196606)","(0.07664697617292404, 0.9983567595481873, 1.4795115021115635e-05)","(0.05490754172205925, 0.9999024868011475, 6.735630449838936e-05)","(0.22263488173484802, 0.9385915994644165, 0.0004267886688467115)"
752,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_8_19_42.jpg,"(0.06359229236841202, 0.9689086675643921, 0.0035506361164152622)","(0.21164269745349884, 0.8968527317047119, 2.063690044451505e-05)","(0.015578031539916992, 0.9980649352073669, 0.004129479173570871)","(0.15555500984191895, 0.8626365065574646, 9.453597158426419e-05)","(0.1309838742017746, 0.4024218022823334, 0.03932793810963631)","(0.9244683980941772, 0.04147326573729515, 0.003707468044012785)","(0.06787566840648651, 0.8862355947494507, 0.013876541517674923)"
753,17-3_UTSW_temporal_6E10/17-3_UTSW_temporal_6E10_16_11_0.jpg,"(0.4914418160915375, 0.9125306606292725, 0.07344400882720947)","(0.9591176509857178, 0.6810579895973206, 3.7321173294913024e-05)","(0.9935809373855591, 0.8823434114456177, 0.0009689959115348756)","(0.31082072854042053, 0.8692559003829956, 0.0035420001950114965)","(0.9501001238822937, 0.650030791759491, 8.243157935794443e-05)","(0.42644447088241577, 0.9814899563789368, 0.05861255154013634)","(0.679179847240448, 0.6775274276733398, 0.0003647611301857978)"
754,8-3_UTSW_temporal_6E10/8-3_UTSW_temporal_6E10_20_36_58.jpg,"(0.08710546791553497, 0.9862359166145325, 0.007859911769628525)","(0.049732353538274765, 0.9655819535255432, 0.0012893073726445436)","(0.04965851828455925, 0.9502214193344116, 0.00022124819224700332)","(0.05107990652322769, 0.919165313243866, 0.00017386412946507335)","(0.017873605713248253, 0.9863255620002747, 2.4814295102260076e-05)","(0.0014647005591541529, 0.9958586096763611, 0.044780053198337555)","(0.23379310965538025, 0.867542564868927, 0.005240608472377062)"
755,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_14_29_45.jpg,"(0.7981008291244507, 0.9434303641319275, 0.00034965467057190835)","(0.6964370608329773, 0.9421752095222473, 2.713399226195179e-05)","(0.840895414352417, 0.9968159794807434, 0.001382622867822647)","(0.8791605234146118, 0.8817335963249207, 0.0017760279588401318)","(0.6651450395584106, 0.9936478734016418, 3.023820909220376e-06)","(0.3035399913787842, 0.9999837875366211, 1.582615595907555e-06)","(0.487336665391922, 0.9130990505218506, 1.6480549675179645e-05)"
756,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_16_8_57.jpg,"(0.9998785257339478, 0.04514899477362633, 0.000860846892464906)","(0.9707826972007751, 0.7997357249259949, 5.980773858027533e-05)","(0.9995445609092712, 0.4382876455783844, 0.00013857230078428984)","(0.9998049139976501, 0.08749011158943176, 5.8666124402861897e-08)","(0.9997796416282654, 0.24769358336925507, 9.974520253308583e-06)","(0.9990412592887878, 0.023520182818174362, 0.00012162096390966326)","(0.9990279674530029, 0.030785422772169113, 2.1939467842457816e-05)"
757,cw13-0/cw13-0_25_27_13.jpg,"(0.0009123903582803905, 0.001892453758046031, 0.9910462498664856)","(0.00029346291557885706, 0.0002583544992376119, 0.3018932044506073)","(6.206434773048386e-05, 0.015858357772231102, 0.6099749207496643)","(4.072042429470457e-06, 0.000998884905129671, 0.11845952272415161)","(0.0003624309320002794, 0.0003248605353292078, 0.5697280764579773)","(0.00016981959925033152, 0.0006087445071898401, 0.9411525130271912)","(1.1402829841244966e-05, 0.00045708907418884337, 0.9984910488128662)"
758,17-3_UTSW_temporal_6E10/17-3_UTSW_temporal_6E10_9_21_13.jpg,"(4.757064380100928e-05, 0.005033419001847506, 0.9999655485153198)","(0.001110668876208365, 0.04675695672631264, 0.9982409477233887)","(0.05743463709950447, 0.11673189699649811, 0.9994276165962219)","(0.00022409115626942366, 0.0009888880886137486, 0.999138355255127)","(0.0004054574528709054, 0.022337332367897034, 0.9999096393585205)","(6.780538114981027e-06, 0.4228675663471222, 0.9999998807907104)","(0.00035098561784252524, 0.05305510386824608, 0.999997615814209)"
759,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_12_28_66.jpg,"(0.1534566730260849, 0.07872575521469116, 0.14122575521469116)","(0.5281020998954773, 0.03778567165136337, 1.332054883063094e-10)","(0.004012800753116608, 0.33517754077911377, 0.0037733602803200483)","(0.009654137305915356, 0.430012047290802, 2.8466261937865056e-05)","(0.7239794135093689, 0.059213198721408844, 1.8182490748586133e-05)","(0.9979524612426758, 0.9955173134803772, 9.516146519672475e-07)","(0.013629607856273651, 0.6860904693603516, 0.9345612525939941)"
760,cw15-12/cw15-12_28_37_76.jpg,"(1.8906520153905149e-06, 5.39061329618562e-06, 1.0)","(3.762937558349222e-05, 1.9972683730884455e-05, 0.9996787309646606)","(4.305092318190873e-07, 1.718542996798078e-08, 0.9997939467430115)","(7.510698907253754e-08, 1.097192034649197e-05, 0.9093512296676636)","(1.9235032766573568e-07, 2.853846048367359e-08, 0.9996775388717651)","(0.00046874434337951243, 1.8148224626202136e-05, 0.9999102354049683)","(1.8053536621209787e-07, 7.880547769900659e-08, 0.9999600648880005)"
761,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_28_18_30.jpg,"(0.0024499413557350636, 0.5347667336463928, 0.94581538438797)","(0.025577107444405556, 0.8348987698554993, 0.0005197339924052358)","(2.962326652777847e-05, 0.8054003119468689, 0.9605004787445068)","(0.010038882493972778, 0.8460341691970825, 0.00046187412226572633)","(0.0019506781827658415, 0.6127282977104187, 0.13239598274230957)","(0.05114137381315231, 0.9161103367805481, 0.7769585847854614)","(0.05184655636548996, 0.7323073148727417, 0.0482785589993)"
762,8-3_UTSW_temporal_6E10/8-3_UTSW_temporal_6E10_7_21_14.jpg,"(8.802660886431113e-06, 0.29309529066085815, 0.9998953342437744)","(0.0003227194247301668, 0.9094760417938232, 0.9791631102561951)","(0.37662285566329956, 0.3392374515533447, 0.9370392560958862)","(8.303098184114788e-06, 0.020244240760803223, 0.9990792274475098)","(0.3376586139202118, 0.008421558886766434, 0.8329042196273804)","(5.5020442232489586e-05, 0.9779736399650574, 0.9993537068367004)","(0.0003266592975705862, 0.5851342082023621, 0.9999960660934448)"
763,8-3_UTSW_temporal_6E10/8-3_UTSW_temporal_6E10_0_32_21.jpg,"(0.5872321724891663, 0.7168066501617432, 0.01234449166804552)","(0.47651129961013794, 0.5241134762763977, 0.007966885343194008)","(0.4832684099674225, 0.8848912715911865, 0.001016457099467516)","(0.4552614390850067, 0.6558467745780945, 0.00388993788510561)","(0.6669893860816956, 0.800895631313324, 0.00034299801336601377)","(0.6203151941299438, 0.9258750677108765, 0.0039476207457482815)","(0.5128200054168701, 0.7623313069343567, 0.007749356795102358)"
764,8-3_UTSW_temporal_6E10/8-3_UTSW_temporal_6E10_6_22_30.jpg,"(0.0822940543293953, 0.9966894388198853, 0.0034707747399806976)","(0.049060944467782974, 0.9434347152709961, 0.0008011196041479707)","(0.006587630603462458, 0.9819644689559937, 0.00012243291712366045)","(0.0004888318944722414, 0.492537260055542, 0.030225010588765144)","(0.03910881653428078, 0.8969950675964355, 0.00015456514665856957)","(0.01621963270008564, 0.9737337231636047, 0.001762276398949325)","(0.04930946230888367, 0.895137369632721, 0.23960110545158386)"
765,NA15UCDtemporalgyri _4G8/NA15UCDtemporalgyri _4G8_3_3_9.jpg,"(0.16393733024597168, 0.902290940284729, 0.520875871181488)","(0.001446038600988686, 0.13001735508441925, 0.27439209818840027)","(0.04307727515697479, 0.9034910202026367, 0.018376603722572327)","(0.0013425445649772882, 0.166600301861763, 0.00353649421595037)","(8.718325261725113e-05, 0.9947011470794678, 0.9468492269515991)","(0.4759957194328308, 0.9698477387428284, 0.013185964897274971)","(0.008255931548774242, 0.9925402998924255, 0.07212244719266891)"
766,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_28_30_5.jpg,"(0.001811324618756771, 0.06629861891269684, 0.9999761581420898)","(0.0007238865946419537, 0.004383281338959932, 0.39518341422080994)","(9.799150575418025e-06, 1.1596443073358387e-05, 0.9997382760047913)","(8.522150164935738e-05, 0.0012032887898385525, 0.2719913125038147)","(9.136967128142715e-05, 7.363338954746723e-05, 0.914963960647583)","(0.0021585719659924507, 0.0033601343166083097, 0.9940927624702454)","(2.3101138140191324e-06, 0.00012373238860163838, 0.9998192191123962)"
767,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_8_18_28.jpg,"(0.10618084669113159, 0.9961328506469727, 0.15796470642089844)","(0.06019445136189461, 0.9587218165397644, 9.460549335926771e-05)","(0.03665666654706001, 0.9055252075195312, 0.02176935225725174)","(0.022630296647548676, 0.8631644248962402, 2.2123313101474196e-06)","(0.0006014176178723574, 0.8466653823852539, 0.015649665147066116)","(0.0007390688406303525, 0.9932827949523926, 0.6672022342681885)","(0.5970684289932251, 0.8670323491096497, 0.007307109888643026)"
768,cw16-36/cw16-36_16_39_6.jpg,"(0.0005213929689489305, 4.2820869566639885e-05, 0.9985373020172119)","(0.0020548717584460974, 0.002842716407030821, 0.35613617300987244)","(5.92028573009884e-06, 3.8742520700907335e-05, 0.9580499529838562)","(5.912539222663327e-07, 0.0015708355931565166, 0.8182995319366455)","(7.556285254395334e-06, 1.0842109077202622e-05, 0.79580157995224)","(0.0014698585728183389, 0.003579280339181423, 0.9532668590545654)","(1.392934973409865e-05, 3.281413592048921e-05, 0.9999526739120483)"
769,NA27UCDtemporalgyri _4G8/NA27UCDtemporalgyri _4G8_17_22_58.jpg,"(0.6095477938652039, 0.7088273167610168, 0.0004241852730046958)","(0.7554116249084473, 0.6084915995597839, 0.0005338826449587941)","(0.8594153523445129, 0.5322692394256592, 3.847748075713753e-08)","(0.8423466682434082, 0.22214366495609283, 1.3786929002890247e-06)","(0.7409656047821045, 0.11276911944150925, 5.185585905564949e-06)","(0.9319274425506592, 0.5943267345428467, 2.8802076485590078e-05)","(0.835002601146698, 0.3994365334510803, 0.0004541284288279712)"
770,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_23_29_58.jpg,"(0.06941758096218109, 0.9812840819358826, 0.0003784841683227569)","(0.20409364998340607, 0.9870071411132812, 2.290036718477495e-06)","(0.9122161865234375, 0.9918848276138306, 2.7258929549134336e-06)","(0.5463184714317322, 0.9010554552078247, 5.811860432913818e-07)","(0.47242656350135803, 0.9509786367416382, 1.0991607268806547e-06)","(0.0217288788408041, 0.9987844824790955, 6.296042556641623e-05)","(0.876384973526001, 0.9398823380470276, 2.6467410862096585e-05)"
771,17-3_UTSW_temporal_6E10/17-3_UTSW_temporal_6E10_14_25_10.jpg,"(0.9685405492782593, 0.6235094666481018, 0.002900990191847086)","(0.9811790585517883, 0.8169324398040771, 1.213583345816005e-06)","(0.9640495777130127, 0.798538088798523, 1.5824927686480805e-05)","(0.8449166417121887, 0.8489131331443787, 6.37700068182312e-05)","(0.9309654831886292, 0.7769159078598022, 2.132075223926222e-06)","(0.9736835360527039, 0.9373140931129456, 8.147301559802145e-05)","(0.6458635926246643, 0.8061137199401855, 2.0836056137341075e-05)"
772,8-3_UTSW_temporal_6E10/8-3_UTSW_temporal_6E10_7_24_27.jpg,"(5.1573861128417775e-06, 0.27448511123657227, 0.9999988079071045)","(0.0013989059953019023, 0.07171234488487244, 0.9990335702896118)","(0.4321761429309845, 0.4251090884208679, 0.9968616962432861)","(1.5990115571185015e-05, 0.0011154796229675412, 0.9999196529388428)","(0.06289640069007874, 0.7760749459266663, 0.7974241971969604)","(0.06661485135555267, 0.9809069037437439, 0.6613879799842834)","(9.125551150646061e-05, 0.010969805531203747, 0.9999691247940063)"
773,NA23UCDtemporalgyri _4G8/NA23UCDtemporalgyri _4G8_6_29_8.jpg,"(0.007523786276578903, 0.2826971113681793, 0.32131555676460266)","(0.0001717869599815458, 0.04439389333128929, 0.0005642873584292829)","(9.407490870216861e-05, 0.039615448564291, 0.004463224206119776)","(1.0501702263354673e-07, 8.716671436559409e-05, 0.5513876080513)","(0.00025939481565728784, 0.028852423653006554, 0.00048245914513245225)","(0.001354914391413331, 0.04420292004942894, 0.0023082836996763945)","(4.1865081584546715e-05, 0.4892195165157318, 0.9227296113967896)"
774,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_21_31_47.jpg,"(0.8511899709701538, 0.5401065945625305, 0.2680174708366394)","(0.041524458676576614, 0.04843316599726677, 0.05139097943902016)","(0.002245964715257287, 0.7137958407402039, 0.2938534915447235)","(0.07609989494085312, 0.02487676776945591, 0.024805760011076927)","(0.002195662586018443, 0.29399412870407104, 0.9144058227539062)","(0.9058189392089844, 0.04719631373882294, 0.08907394856214523)","(0.0009752291371114552, 0.06672672927379608, 0.7065699100494385)"
775,17-3_UTSW_temporal_6E10/17-3_UTSW_temporal_6E10_9_21_10.jpg,"(1.721898570394842e-06, 0.15429429709911346, 0.9999996423721313)","(1.4012768588145263e-05, 0.023885788396000862, 0.999751627445221)","(0.0009727789438329637, 0.13844646513462067, 0.9999642372131348)","(1.480456290892107e-07, 0.0007804585620760918, 0.9999964237213135)","(1.8024714165676414e-08, 0.07700487971305847, 0.9999972581863403)","(3.487388084977283e-07, 0.9794440269470215, 1.0)","(1.8803486909746425e-06, 0.0429643876850605, 0.9999998807907104)"
776,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_16_11_11.jpg,"(0.9741841554641724, 0.8802801966667175, 0.0022304474841803312)","(0.8072876334190369, 0.8793507814407349, 6.243852112675086e-05)","(0.98675936460495, 0.9607521891593933, 5.1284437176946085e-06)","(0.9899325370788574, 0.4338564872741699, 6.496531756994273e-09)","(0.8870627880096436, 0.9162300825119019, 9.002869774121791e-06)","(0.111845962703228, 0.9706071019172668, 0.2000104933977127)","(0.9768322110176086, 0.5350059866905212, 0.00022984440147411078)"
777,NA23UCDtemporalgyri _4G8/NA23UCDtemporalgyri _4G8_4_23_2.jpg,"(0.010462192818522453, 0.9845194816589355, 0.0009113498381339014)","(0.18515326082706451, 0.9186897873878479, 1.8261262084706686e-05)","(0.27406832575798035, 0.9789454340934753, 1.196531798086653e-07)","(0.01717277243733406, 0.6598061323165894, 2.2369983643244495e-09)","(0.00600932352244854, 0.9935356378555298, 2.544755261624232e-06)","(0.04103892296552658, 0.9954301118850708, 2.444471829221584e-05)","(0.04225444793701172, 0.9782642126083374, 0.00030289049027487636)"
778,cw15-29/cw15-29_15_6_23.jpg,"(3.057186859223293e-06, 2.4700142603251152e-05, 0.9999998807907104)","(3.1541765110887354e-07, 1.0047258456324926e-06, 0.9139775037765503)","(3.52863018804328e-08, 1.3641549223564198e-08, 0.9992300271987915)","(7.076295815977574e-08, 7.343362085521221e-05, 0.734663724899292)","(8.407317153569238e-08, 1.7946655361811281e-06, 0.9822162389755249)","(1.8125081624020822e-05, 1.7164422843052307e-06, 0.9997255206108093)","(1.267311233732471e-07, 7.711497218565455e-09, 0.9997574687004089)"
779,NA15UCDtemporalgyri _4G8/NA15UCDtemporalgyri _4G8_7_17_0.jpg,"(0.0006918002036400139, 0.020743893459439278, 0.9998471736907959)","(4.265396000846522e-06, 0.22802422940731049, 0.9026353359222412)","(2.7430785394244594e-06, 0.23245282471179962, 0.7175586223602295)","(1.2906362826470286e-05, 0.0017494154162704945, 0.26148003339767456)","(9.39572686320389e-08, 0.19478000700473785, 0.9982228875160217)","(0.00038728115032427013, 0.9855022430419922, 0.854758083820343)","(1.4316638896616496e-07, 0.05020942911505699, 0.9998204112052917)"
780,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_12_29_44.jpg,"(0.22604842483997345, 0.7508220076560974, 0.002347363159060478)","(0.18719926476478577, 0.9780831933021545, 0.0003418701235204935)","(0.5012732148170471, 0.7845767140388489, 0.005667137447744608)","(0.46116843819618225, 0.7213571071624756, 5.769217068518628e-07)","(0.13279442489147186, 0.9721022844314575, 0.0032111257314682007)","(0.0027600598987191916, 0.9999275207519531, 4.041369174956344e-05)","(0.08537636697292328, 0.9209481477737427, 8.535668166587129e-05)"
